11,418.6629669411391,9159.796950148364
55,928.490640313695,9936.207531051186
10,354.74539781708165,9205.268269967324
10,202.40847915484576,1659.5439800105348
42,576.1341276484031,4185.85932071563
76,258.0011024518418,9200.28728877145
54,249.8434349188126,1405.6638747893087
56,947.5616689243674,4003.8164769835153
62,324.91319463372326,7219.099421688962
89,948.4927248738359,6886.244004787309
88,509.9480231817658,8467.499107960084
79,374.96447283816644,2327.8865033517504
29,618.3699894171427,5637.1684858875215
19,693.9237585330451,6443.378547534995
22,872.3618710811133,6282.061468702465
16,718.2924309080721,2400.7582749108747
95,104.88159217082392,6438.227596833055
24,593.9724829078976,8927.996358696213
96,120.45573474704635,2972.685785983894
49,902.4602896104659,5759.114117440397
